place	time	pace	age	gender	state
3846	94.67	9.467	25	F	DC
3311	92.73	9.273	23	F	NY
5725	100.4	10.04	48	M	AZ
5879	101.8	10.18	36	F	DC
2391	88.87	8.887	33	F	VA
9018	121.05	12.105	33	F	VA
2276	88.38	8.838	33	F	VA
7669	110.02	11.002	64	F	DC
2668	82.62	8.262	28	M	MD
572	77.08	7.708	33	F	DC
5608	100.77	10.077	29	F	PA
4205	95.92	9.592	27	F	MD
292	73.32	7.332	32	F	NY
2731	90.35	9.035	38	F	MD
3706	94.18	9.418	39	F	MD
609	77.47	7.747	42	F	MD
4220	90.72	9.072	33	M	VA
196	70.9	7.09	33	F	VA
5896	101.88	10.188	54	M	MD
7468	108.78	10.878	52	F	MD
5931	102.27	10.227	67	M	DE
4745	97.63	9.763	34	F	MD
1391	83.97	8.397	29	F	DC
3891	94.82	9.482	24	F	VA
1252	73.98	7.398	27	M	DC
7191	107.5	10.75	50	F	VA
5978	102.68	10.268	28	M	MD
1635	76.53	7.653	28	M	MD
1445	75.45	7.545	40	M	VA
6217	103.17	10.317	27	F	DC
7904	111.52	11.152	53	F	MD
8364	114.82	11.482	47	F	PA
4816	94.23	9.423	47	M	MD
7528	109.17	10.917	33	F	DC
4734	93.7	9.37	48	M	DC
149	60.28	6.028	29	M	MD
4664	93.23	9.323	30	M	DC
6130	102.8	10.28	42	F	MD
5002	95.3	9.53	33	M	VA
1280	83.22	8.322	36	F	MD
2029	87.42	8.742	19	F	NH
4579	97.17	9.717	25	F	DC
8674	117.37	11.737	24	F	DC
3255	92.55	9.255	58	F	MD
2804	90.67	9.067	29	F	VA
2739	90.38	9.038	35	F	VA
7137	107.27	10.727	26	F	AZ
3195	85.42	8.542	36	M	DC
4071	95.45	9.545	29	F	VA
3340	86.12	8.612	35	M	DC
7914	111.6	11.16	46	F	MD
6075	103.57	10.357	43	M	VA
7293	107.88	10.788	27	F	MD
6057	103.42	10.342	30	M	DC
5142	99.02	9.902	35	F	VA
662	68.8	6.88	45	M	VA
230	62.5	6.25	31	M	VA
6222	105.4	10.54	43	M	VA
7694	110.17	11.017	25	F	DC
5314	99.68	9.968	53	F	MD
5713	100.33	10.033	33	M	MD
3670	94.02	9.402	40	F	DC
2216	88.12	8.812	25	F	IL
5391	97.75	9.775	33	M	MD
6648	111.73	11.173	32	M	PA
2018	87.38	8.738	26	F	VA
3292	85.87	8.587	40	M	VA
1313	74.48	7.448	41	M	MD
294	73.33	7.333	37	F	MD
6566	109.92	10.992	29	M	NC
8550	116.2	11.62	40	F	MD
4241	95.98	9.598	27	F	VA
2327	80.47	8.047	27	M	DC
1562	76.03	7.603	26	M	DC
5059	95.68	9.568	59	M	NY
4058	95.4	9.54	34	F	MD
6799	105.52	10.552	27	F	VA
3940	89.15	8.915	48	M	MD
643	68.67	6.867	45	M	DC
2208	79.77	7.977	53	M	NY
3229	92.45	9.245	43	F	DC
2156	87.88	8.788	29	F	VA
5348	97.48	9.748	67	M	PA
6187	103.05	10.305	29	F	DC
1630	76.52	7.652	31	M	VA
5215	96.6	9.66	44	M	VA
5461	98.25	9.825	60	M	VA
1161	82.35	8.235	28	F	DC
6048	102.5	10.25	31	F	MD
2886	91	9.1	26	F	PA
1014	81.28	8.128	29	F	DC
46	55.82	5.582	23	M	DC
6123	102.78	10.278	27	F	DC
2415	88.98	8.898	34	F	VA
8284	114.22	11.422	25	F	MD
423	65.95	6.595	39	M	MD
8910	119.78	11.978	59	F	TX
7879	111.4	11.14	26	F	VA
4440	92	9.2	28	M	DC
5358	99.85	9.985	25	F	DC
365	65	6.5	27	M	VA
504	76.25	7.625	31	F	DC
2363	88.75	8.875	35	F	VA
2022	78.8	7.88	15	M	MD
7264	107.8	10.78	32	F	MD
2036	87.45	8.745	30	F	DC
1939	78.28	7.828	25	M	DC
1520	84.73	8.473	29	F	OH
1253	73.98	7.398	22	M	DC
5394	99.98	9.998	25	F	DC
5101	95.88	9.588	24	M	VA
5949	102.47	10.247	47	M	MD
2654	90.02	9.002	29	F	VA
7113	107.13	10.713	47	F	MD
3074	84.85	8.485	34	M	DC
2100	79.13	7.913	61	M	DC
1282	74.22	7.422	24	M	MD
783	69.98	6.998	35	M	MD
5042	98.65	9.865	28	F	DC
6882	117.28	11.728	34	M	MD
8131	113.15	11.315	34	F	VA
7965	112.02	11.202	32	F	MD
3923	89.1	8.91	37	M	VA
3981	89.37	8.937	31	M	GA
2956	91.3	9.13	23	F	VA
2664	82.6	8.26	52	M	MD
6113	104.08	10.408	31	M	VA
7826	111.05	11.105	19	F	NJ
3888	88.88	8.888	29	M	DC
2691	82.77	8.277	28	M	MD
3785	94.45	9.445	36	F	MD
1211	73.63	7.363	58	M	VA
7732	110.4	11.04	29	F	DC
3747	88.17	8.817	48	M	WI
5883	101.75	10.175	43	M	MD
3088	84.9	8.49	43	M	VA
1760	77.35	7.735	43	M	MD
5020	98.58	9.858	28	F	FL
6592	110.77	11.077	44	M	TX
2951	84.3	8.43	34	M	VA
2289	88.45	8.845	29	F	DC
1991	78.53	7.853	33	M	DC
3838	88.65	8.865	42	M	DC
3643	87.68	8.768	34	M	VA
2714	90.3	9.03	45	F	PA
1674	85.63	8.563	22	F	DC
4223	95.97	9.597	29	F	MD
3385	86.37	8.637	51	M	PA
4299	96.15	9.615	34	F	PA
5135	96.17	9.617	43	M	VA
5822	101.15	10.115	54	M	VA
2094	87.68	8.768	41	F	NY
2621	82.35	8.235	35	M	MD
6123	104.2	10.42	45	M	VA
9418	128.83	12.883	32	F	FL
3111	91.9	9.19	46	F	VA
4896	94.72	9.472	32	M	MD
4390	91.73	9.173	29	M	MD
6229	103.23	10.323	35	F	WV
2312	88.55	8.855	31	F	VA
4489	96.88	9.688	34	F	VA
3564	87.27	8.727	38	M	DE
5207	96.57	9.657	27	M	VA
1753	77.32	7.732	32	M	VA
2329	80.48	8.048	42	M	PA
5633	99.72	9.972	56	M	VA
2281	88.42	8.842	25	F	NJ
2154	79.42	7.942	25	M	MD
8948	120.23	12.023	31	F	MD
550	76.83	7.683	16	F	VA
250	62.97	6.297	35	M	NC
2262	80.02	8.002	51	M	MD
6692	112.5	11.25	30	M	VA
5003	98.5	9.85	41	F	VA
3335	86.1	8.61	26	M	DC
1387	75	7.5	54	M	MD
2847	83.6	8.36	65	M	VA
6079	103.6	10.36	29	M	TX
699	69.12	6.912	51	M	VA
5541	98.9	9.89	28	M	VA
9667	139.3	13.93	33	F	MD
199	70.95	7.095	23	F	DC
6573	110.1	11.01	27	M	DC
1557	76.02	7.602	27	M	MI
7098	129.55	12.955	30	M	MD
6074	102.63	10.263	38	F	PA
1531	84.82	8.482	39	F	VA
6167	104.57	10.457	43	M	VA
3266	85.75	8.575	32	M	MD
1184	82.52	8.252	41	F	VA
2596	89.75	8.975	28	F	CT
3244	85.65	8.565	27	M	DC
8607	116.77	11.677	36	F	MD
6998	106.5	10.65	46	F	MD
7176	141.38	14.138	44	M	VA
4541	92.47	9.247	31	M	DC
1203	82.63	8.263	26	F	VA
9171	123.55	12.355	28	F	DC
5844	101.35	10.135	51	M	VA
2914	83.97	8.397	32	M	VA
1100	72.82	7.282	36	M	MD
3812	88.53	8.853	50	M	MD
1680	76.82	7.682	49	M	MD
9647	138.23	13.823	24	F	VA
284	73.13	7.313	27	F	DC
3693	94.12	9.412	34	F	VA
3013	84.57	8.457	35	M	DC
6132	104.25	10.425	30	M	NY
228	62.48	6.248	27	M	MD
9498	131.02	13.102	28	F	MD
3759	88.2	8.82	30	M	VA
3907	94.87	9.487	41	F	MD
4806	94.15	9.415	24	M	VA
6488	108.83	10.883	33	M	PA
1870	86.62	8.662	30	F	DC
6453	108.32	10.832	64	M	MD
709	78.65	7.865	31	F	DC
234	62.6	6.26	27	M	DC
4883	98.1	9.81	27	F	VA
6771	114.4	11.44	57	M	MD
2654	82.53	8.253	33	M	VA
3601	87.48	8.748	45	M	VA
1102	72.83	7.283	36	M	MD
3621	93.88	9.388	18	F	PA
1503	75.77	7.577	39	M	NJ
2033	78.83	7.883	49	M	VA
5822	101.55	10.155	28	F	VA
9307	126.48	12.648	32	F	DC
2535	89.48	8.948	51	F	VA
4020	89.58	8.958	28	M	DC
424	75.37	7.537	21	F	NH
3264	85.73	8.573	65	M	NY
821	70.35	7.035	52	M	WV
278	63.4	6.34	29	M	MD
3520	87.03	8.703	48	M	DC
4110	90.12	9.012	37	M	MD
8794	118.48	11.848	33	F	VA
6234	105.53	10.553	40	M	VA
6304	103.57	10.357	28	F	NY
2304	88.5	8.85	40	F	DC
23	61.12	6.112	31	F	VA
193	70.8	7.08	36	F	VA
3204	85.47	8.547	47	M	MD
7574	109.5	10.95	23	F	VA
7659	109.98	10.998	29	F	VA
4010	89.53	8.953	58	M	MD
8122	113.1	11.31	20	F	MD
3653	93.97	9.397	43	F	DC
5469	98.28	9.828	26	M	DC
3369	92.97	9.297	24	F	DC
2780	83.23	8.323	45	M	DC
1176	73.35	7.335	62	M	VA
5208	96.57	9.657	57	M	MD
3118	91.93	9.193	32	F	VA
6727	113.43	11.343	29	M	VA
7559	109.33	10.933	24	F	MD
4202	95.9	9.59	26	F	DC
6799	114.98	11.498	47	M	MD
4693	93.42	9.342	31	M	MD
1587	85.18	8.518	39	F	DC
450	66.23	6.623	24	M	DC
5143	99.02	9.902	26	F	VA
4365	91.6	9.16	63	M	PA
1027	81.35	8.135	24	F	DC
6876	105.97	10.597	30	F	DC
5064	95.7	9.57	28	M	VA
378	74.73	7.473	19	F	MD
3503	93.48	9.348	30	F	DC
3698	87.9	8.79	30	M	DC
1693	85.72	8.572	29	F	DC
6767	114.25	11.425	67	M	MD
413	65.82	6.582	22	M	VA
5162	96.33	9.633	41	M	MD
2253	80	8	41	M	VA
1306	83.37	8.337	29	F	MD
8064	112.75	11.275	26	F	DC
5493	100.32	10.032	30	F	VA
2879	90.98	9.098	35	F	DC
4147	95.73	9.573	34	F	DC
4359	96.37	9.637	28	F	NY
2388	80.87	8.087	35	M	DC
6144	104.32	10.432	54	M	MD
2748	90.42	9.042	40	F	MA
3171	85.28	8.528	42	M	VA
260	72.77	7.277	17	F	MD
706	78.6	7.86	21	F	NC
1846	77.8	7.78	26	M	DC
1124	73	7.3	48	M	MD
526	67.28	6.728	43	M	NJ
6344	103.73	10.373	51	F	MD
2261	80.02	8.002	41	M	VA
5894	101.85	10.185	56	F	MD
7605	109.65	10.965	21	F	DE
1371	74.88	7.488	30	M	DE
5182	99.15	9.915	25	F	DC
5858	101.5	10.15	39	M	MD
302	73.42	7.342	24	F	VA
956	80.73	8.073	36	F	MD
6976	120.32	12.032	28	M	MD
3726	94.23	9.423	27	F	NY
477	75.95	7.595	32	F	VA
3092	91.85	9.185	47	F	VA
2564	81.95	8.195	46	M	DC
6491	104.25	10.425	30	F	NC
5915	102.08	10.208	35	M	VA
8985	120.65	12.065	40	F	MD
789	70.03	7.003	58	M	VA
9400	128.42	12.842	31	F	VA
2732	82.97	8.297	44	M	DC
5389	99.97	9.997	30	F	DC
3577	87.35	8.735	25	M	DC
3469	86.82	8.682	40	M	VA
6588	104.65	10.465	25	F	VA
9440	129.38	12.938	63	F	VA
5228	96.72	9.672	33	M	MD
5060	98.75	9.875	28	F	DE
3278	92.62	9.262	33	F	MD
7350	108.2	10.82	34	F	DC
3018	84.58	8.458	28	M	DC
6993	121.33	12.133	56	M	MD
4904	94.77	9.477	27	M	PA
347	74.23	7.423	31	F	DC
4736	93.72	9.372	35	M	NY
9013	120.98	12.098	33	F	OH
9637	137.45	13.745	34	F	VA
2755	90.43	9.043	53	F	MD
3552	93.67	9.367	30	F	DC
3460	86.8	8.68	52	M	NC
7266	107.8	10.78	59	F	TX
4239	90.82	9.082	35	M	NC
4794	97.77	9.777	45	F	MD
3941	89.15	8.915	49	M	VA
5253	96.95	9.695	45	M	VA
5307	99.65	9.965	28	F	DC
106	58.9	5.89	32	M	DC
4615	97.27	9.727	25	F	DC
9480	130.5	13.05	38	F	VA
7141	107.28	10.728	26	F	DC
4758	93.82	9.382	38	M	MD
1302	74.38	7.438	30	M	DC
507	67.12	6.712	26	M	DC
3553	93.67	9.367	25	F	DC
3918	89.05	8.905	43	M	MD
55	56.52	5.652	47	M	CO
3203	92.32	9.232	39	F	VA
8662	117.25	11.725	57	F	VA
740	78.97	7.897	30	F	VA
450	75.65	7.565	33	F	VA
93	58.05	5.805	50	M	MD
5102	95.88	9.588	54	M	NY
2649	82.52	8.252	35	M	MD
5721	101.15	10.115	60	F	IA
8292	114.27	11.427	30	F	MD
701	78.55	7.855	29	F	VA
2767	83.17	8.317	58	M	MD
844	79.8	7.98	32	F	DC
6970	106.42	10.642	56	F	MD
4848	97.98	9.798	39	F	MD
8334	114.57	11.457	35	F	NY
6854	105.85	10.585	42	F	MD
6447	104.08	10.408	24	F	DC
3500	93.47	9.347	18	F	VA
8479	115.57	11.557	26	F	TX
1824	86.42	8.642	44	F	VA
4225	95.97	9.597	37	F	PA
9411	128.72	12.872	32	F	NY
974	71.78	7.178	68	M	VA
1245	73.9	7.39	28	M	DC
1817	77.65	7.765	52	M	VA
7416	108.48	10.848	34	F	MD
7603	109.65	10.965	37	F	MD
4348	96.32	9.632	28	F	VA
400	65.6	6.56	26	M	DC
1125	82.08	8.208	31	F	VA
5757	100.65	10.065	37	M	VA
6650	104.88	10.488	33	F	VA
7034	106.68	10.668	28	F	MD
6082	103.65	10.365	62	M	VA
4170	90.47	9.047	53	M	MD
6349	107	10.7	59	M	MD
3818	94.57	9.457	25	F	VA
738	69.58	6.958	60	M	MD
4309	91.23	9.123	26	M	DC
2097	87.68	8.768	31	F	DC
1705	76.97	7.697	28	M	DC
2886	83.85	8.385	43	M	VA
8219	113.87	11.387	28	F	VA
7261	107.78	10.778	29	F	VA
1903	86.78	8.678	40	F	VA
5749	100.6	10.06	57	M	MD
7184	144.8	14.48	41	M	MD
8626	116.97	11.697	22	F	MD
2153	87.88	8.788	36	F	DC
2943	91.22	9.122	31	F	VA
2378	88.8	8.88	40	F	MD
4081	95.5	9.55	48	F	MD
4802	94.12	9.412	40	M	DC
4869	98.07	9.807	26	F	NJ
5263	99.47	9.947	28	F	DC
5786	101.42	10.142	29	F	NJ
275	63.35	6.335	24	M	VA
5052	98.72	9.872	38	F	MD
7043	124.65	12.465	26	M	DC
1152	82.28	8.228	24	F	MD
6930	106.18	10.618	28	F	DC
4430	96.65	9.665	34	F	DC
5413	100.07	10.007	32	F	DC
5090	98.85	9.885	33	F	DC
2430	81.17	8.117	28	M	DC
3569	87.28	8.728	24	M	NY
5210	99.28	9.928	45	F	MD
340	74.12	7.412	25	F	DC
3988	89.4	8.94	28	M	DC
4118	95.65	9.565	34	F	PA
3590	93.77	9.377	28	F	DC
6858	116.72	11.672	37	M	PA
3007	91.52	9.152	44	F	MD
4300	91.17	9.117	53	M	PA
3373	86.28	8.628	39	M	VA
5528	100.5	10.05	26	F	DC
274	63.32	6.332	32	M	VA
6586	110.55	11.055	27	M	MD
3199	85.45	8.545	47	M	MD
2412	88.95	8.895	25	F	VA
6172	102.97	10.297	25	F	DC
2021	78.78	7.878	47	M	DC
5673	100.02	10.002	49	M	MD
4601	92.85	9.285	38	M	DC
6097	102.7	10.27	31	F	DC
2734	90.37	9.037	38	F	NC
7181	143.68	14.368	44	M	DC
4694	97.47	9.747	28	F	VA
3530	87.08	8.708	40	M	DC
6512	104.35	10.435	29	F	DC
7695	110.17	11.017	32	F	MD
6674	112.15	11.215	80	M	MD
3883	88.87	8.887	56	M	MD
705	69.22	6.922	33	M	WI
3129	91.95	9.195	22	F	MD
5354	97.52	9.752	15	M	DC
3396	86.45	8.645	37	M	DC
2471	89.2	8.92	38	F	MD
5474	98.33	9.833	26	M	PA
4239	95.98	9.598	39	F	MD
3731	88.07	8.807	28	M	VA
6735	105.27	10.527	27	F	VA
4842	94.37	9.437	40	M	MD
2333	80.52	8.052	26	M	DC
1844	86.48	8.648	29	F	VA
16	60.08	6.008	27	F	DC
6684	105.02	10.502	51	F	FL
8179	113.57	11.357	47	F	NJ
1994	87.3	8.73	26	F	GA
4548	92.52	9.252	27	M	VA
6754	105.33	10.533	33	F	DC
4039	95.32	9.532	34	F	MD
1960	78.35	7.835	33	M	DC
3021	84.6	8.46	41	M	VA
5525	98.73	9.873	32	M	MD
6932	119.13	11.913	57	M	SC
6803	105.57	10.557	63	F	CO
2102	79.13	7.913	28	M	DC
4284	91.05	9.105	52	M	VA
7432	108.58	10.858	29	F	VA
7598	109.62	10.962	34	F	DC
5806	101.02	10.102	47	M	VA
5666	99.98	9.998	53	M	MD
1115	82.03	8.203	37	F	VA
957	71.65	7.165	53	M	DC
5269	99.5	9.95	41	F	MD
576	77.12	7.712	32	F	NY
3808	94.55	9.455	43	F	VA
5078	95.77	9.577	47	M	MD
2191	79.67	7.967	52	M	VA
7837	111.1	11.11	61	F	PA
6956	119.72	11.972	25	M	NY
4478	92.18	9.218	24	M	DC
6025	103.12	10.312	25	M	VA
2881	83.78	8.378	38	M	DC
2845	90.83	9.083	24	F	VA
4716	97.52	9.752	27	F	DC
6699	105.08	10.508	36	F	MD
8069	112.78	11.278	27	F	MD
2540	81.85	8.185	45	M	NJ
8197	113.72	11.372	37	F	VA
8882	119.47	11.947	26	F	DC
3185	92.23	9.223	26	F	VA
1031	72.25	7.225	36	M	DC
1628	85.42	8.542	50	F	VA
279	73.08	7.308	39	F	DC
2178	79.58	7.958	29	M	MD
5908	101.9	10.19	26	F	DC
4163	90.45	9.045	58	M	MD
3409	86.52	8.652	27	M	DC
6710	112.8	11.28	60	M	MA
1400	84.08	8.408	26	F	DC
781	79.33	7.933	30	F	NY
4120	95.65	9.565	24	F	DC
7746	110.48	11.048	45	F	VA
3446	93.25	9.325	34	F	DC
1995	78.58	7.858	46	M	MD
4246	90.83	9.083	47	M	VA
2797	90.63	9.063	52	F	NJ
8707	117.55	11.755	32	F	VA
3746	88.15	8.815	46	M	VA
5649	100.88	10.088	32	F	MA
79	66.05	6.605	33	F	DC
6933	106.18	10.618	24	F	VA
2954	84.32	8.432	49	M	VA
2489	81.55	8.155	32	M	DC
6985	120.82	12.082	60	M	DE
435	66.05	6.605	32	M	VA
8033	112.5	11.25	35	F	VA
6960	119.85	11.985	28	M	DC
5600	100.75	10.075	23	F	VA
1772	86.18	8.618	21	F	MA
6951	106.3	10.63	26	F	VA
4452	92.07	9.207	32	M	VA
8931	120.1	12.01	27	F	VA
2179	79.62	7.962	57	M	MD
2433	89.08	8.908	27	F	VA
1248	73.93	7.393	26	M	DC
5423	100.1	10.01	30	F	PA
9263	125.38	12.538	24	F	DC
2858	83.65	8.365	31	M	MD
4515	96.97	9.697	26	F	VA
1607	85.33	8.533	25	F	MA
5928	101.98	10.198	25	F	VA
6807	105.58	10.558	29	F	PA
5541	100.53	10.053	23	F	DC
5576	100.65	10.065	34	F	VA
1845	86.48	8.648	29	F	NY
5143	96.2	9.62	49	M	PA
2763	83.15	8.315	57	M	PA
5555	99.07	9.907	39	M	NJ
8133	113.15	11.315	34	F	VA
5775	100.77	10.077	58	M	PA
972	80.92	8.092	50	F	PA
7177	107.43	10.743	59	F	MD
329	73.85	7.385	42	F	MD
7172	138.88	13.888	28	M	VA
505	67.1	6.71	30	M	DC
4076	89.93	8.993	37	M	VA
425	65.97	6.597	31	M	VA
1390	83.95	8.395	38	F	MD
1279	74.18	7.418	47	M	VA
1810	86.33	8.633	24	F	DC
8922	119.93	11.993	36	F	DC
454	66.32	6.632	34	M	VA
2026	87.4	8.74	29	F	DC
3086	84.88	8.488	26	M	DC
6517	109.2	10.92	32	M	VA
1767	86.17	8.617	38	F	WI
3665	94	9.4	24	F	PA
413	75.2	7.52	25	F	NY
4611	92.92	9.292	36	M	NJ
4365	96.38	9.638	30	F	MD
9151	123.2	12.32	40	F	DC
4997	95.27	9.527	41	M	VA
248	72.47	7.247	24	F	DC
2645	82.5	8.25	26	M	DC
5773	100.77	10.077	27	M	PA
6603	104.72	10.472	32	F	PA
2190	79.67	7.967	42	M	MD
7095	107.07	10.707	24	F	VA
3991	95.18	9.518	34	F	VA
4854	94.45	9.445	37	M	MD
5438	98.08	9.808	31	M	MD
818	70.33	7.033	45	M	DC
997	81.17	8.117	53	F	DC
4671	97.38	9.738	30	F	DC
3302	85.92	8.592	25	M	DC
7096	129.53	12.953	41	M	MD
562	67.72	6.772	25	M	DC
4411	91.85	9.185	42	M	MD
6769	105.38	10.538	33	F	NY
5229	99.35	9.935	40	F	MD
3575	93.73	9.373	35	F	VA
5644	100.88	10.088	25	F	MD
3429	93.2	9.32	32	F	MD
3752	88.18	8.818	24	M	DC
8018	112.37	11.237	30	F	MA
3379	86.35	8.635	32	M	DC
8926	120.03	12.003	46	F	NJ
8679	117.38	11.738	61	F	VA
4619	97.27	9.727	34	F	WA
2792	90.6	9.06	42	F	TN
936	80.53	8.053	29	F	NY
4026	95.27	9.527	34	F	DC
4111	95.62	9.562	35	F	MA
247	72.47	7.247	28	F	DC
1756	86.1	8.61	29	F	DC
4893	94.7	9.47	24	M	DC
820	70.35	7.035	43	M	MD
1906	86.82	8.682	59	F	NJ
1358	74.83	7.483	30	M	DC
4420	96.6	9.66	39	F	MD
2492	89.3	8.93	36	F	DC
4370	91.62	9.162	26	M	MD
9325	126.88	12.688	62	F	TX
2629	89.93	8.993	32	F	MA
4328	91.33	9.133	39	M	VA
2109	79.17	7.917	55	M	NJ
4311	96.18	9.618	30	F	VA
6258	105.83	10.583	16	M	VA
3700	87.9	8.79	32	M	VA
7149	107.3	10.73	34	F	VA
6942	106.23	10.623	30	F	VA
3976	89.33	8.933	58	M	WV
3662	87.75	8.775	26	M	PA
4446	96.72	9.672	36	F	VA
2118	79.22	7.922	50	M	VA
4161	90.43	9.043	38	M	MD
3230	92.45	9.245	27	F	PA
3250	92.53	9.253	27	F	DC
4034	95.3	9.53	34	F	PA
6281	106.15	10.615	44	M	VA
376	65.2	6.52	24	M	DC
4518	92.38	9.238	33	M	DC
1032	81.4	8.14	24	F	DC
4321	91.3	9.13	59	M	NC
6658	104.92	10.492	29	F	MD
1152	73.18	7.318	28	M	MD
2414	81.05	8.105	58	M	MD
5307	97.25	9.725	32	M	VA
4086	95.52	9.552	40	F	MD
6498	104.28	10.428	27	F	NH
2089	79.08	7.908	24	M	DC
301	73.42	7.342	33	F	VA
5131	99	9.9	30	F	DC
219	71.7	7.17	25	F	DC
4866	94.55	9.455	33	M	DC
8961	120.33	12.033	27	F	NC
5718	101.13	10.113	36	F	MD
4734	97.6	9.76	34	F	MD
8651	117.17	11.717	28	F	DC
8227	113.93	11.393	31	F	NY
1148	82.27	8.227	27	F	VA
5411	97.93	9.793	41	M	VA
2219	79.83	7.983	43	M	VA
2052	78.92	7.892	40	M	MD
6835	115.88	11.588	27	M	VA
7071	127.07	12.707	42	M	GA
3988	95.18	9.518	31	F	VA
2490	81.57	8.157	31	M	DC
9455	129.77	12.977	38	F	VA
3433	93.22	9.322	31	F	DC
1581	76.2	7.62	27	M	VA
6257	105.83	10.583	36	M	DC
3598	93.78	9.378	39	F	MD
7934	111.77	11.177	29	F	NY
3419	86.53	8.653	46	M	VA
704	69.2	6.92	30	M	OH
5334	99.77	9.977	23	F	PA
7313	107.97	10.797	41	F	VA
5372	97.63	9.763	32	M	VA
7000	106.52	10.652	41	F	MD
363	74.52	7.452	26	F	DC
1317	74.52	7.452	25	M	AR
3898	94.83	9.483	37	F	VA
8500	115.75	11.575	25	F	DC
1992	87.27	8.727	22	F	DC
7140	107.27	10.727	25	F	DC
4550	97.07	9.707	31	F	MD
6374	103.83	10.383	39	F	MD
7069	106.9	10.69	52	F	PA
4079	95.5	9.55	29	F	DC
867	79.98	7.998	25	F	DC
6844	116.02	11.602	34	M	MD
8450	115.42	11.542	41	F	CT
3181	92.22	9.222	30	F	OH
1920	78.22	7.822	55	M	MD
3421	86.55	8.655	47	M	MD
8848	119.03	11.903	43	F	DC
6094	102.68	10.268	52	F	OH
6680	105	10.5	35	F	MD
6987	121.02	12.102	23	M	DC
2718	90.3	9.03	30	F	DC
4173	95.82	9.582	25	F	VA
6926	118.93	11.893	47	M	VA
3737	94.27	9.427	26	F	DC
820	79.63	7.963	37	F	VA
5426	98.02	9.802	55	M	MD
1225	73.77	7.377	41	M	MD
3628	87.62	8.762	42	M	DC
184	70.55	7.055	38	F	DC
6515	104.37	10.437	27	F	NJ
4537	92.45	9.245	49	M	MD
5690	100.13	10.013	29	M	DC
321	64.32	6.432	59	M	MD
6711	112.8	11.28	71	M	VA
9483	130.65	13.065	27	F	VA
3550	87.2	8.72	30	M	DC
6746	113.87	11.387	30	M	VA
3060	84.8	8.48	35	M	VA
5284	99.57	9.957	43	F	MD
7074	127.27	12.727	39	M	VA
2093	87.67	8.767	32	F	DC
6503	104.32	10.432	32	F	DC
1814	86.35	8.635	43	F	FL
8088	112.88	11.288	42	F	VA
7152	107.32	10.732	32	F	VA
3313	85.98	8.598	33	M	OH
1970	78.4	7.84	29	M	VA
2721	82.93	8.293	34	M	MD
6230	103.25	10.325	33	F	CA
2212	79.8	7.98	46	M	MD
5188	99.2	9.92	24	F	DC
5538	100.53	10.053	29	F	MD
7021	122.67	12.267	67	M	PA
6303	106.43	10.643	35	M	IL
4596	92.82	9.282	28	M	DC
9066	121.75	12.175	31	F	DC
2284	88.43	8.843	49	F	MD
5701	100.18	10.018	33	M	VA
6875	117.12	11.712	57	M	MD
320	64.32	6.432	14	M	MD
4668	93.27	9.327	25	M	MD
194	61.53	6.153	45	M	NY
274	73.03	7.303	46	F	VA
1331	74.63	7.463	25	M	VA
7513	109.1	10.91	43	F	NY
1665	85.62	8.562	55	F	NJ
6142	104.28	10.428	50	M	DC
6562	109.88	10.988	29	M	VA
617	68.3	6.83	29	M	TN
3251	92.53	9.253	34	F	NY
8697	117.52	11.752	29	F	VA
3611	93.85	9.385	27	F	MD
6164	102.92	10.292	25	F	MD
5468	98.28	9.828	31	M	NY
6042	102.48	10.248	34	F	VA
3997	89.47	8.947	57	M	VA
363	64.93	6.493	36	M	DC
575	77.1	7.71	30	F	DC
5595	100.73	10.073	24	F	DC
881	70.93	7.093	28	M	VA
2657	90.03	9.003	22	F	MD
6400	103.95	10.395	53	F	VA
5750	101.27	10.127	28	F	VA
6782	114.55	11.455	53	M	PA
844	70.6	7.06	45	M	MD
4215	90.7	9.07	12	M	VA
4192	95.87	9.587	22	F	PA
5878	101.72	10.172	12	M	MD
2015	87.35	8.735	26	F	VA
6378	103.87	10.387	32	F	VA
1593	85.22	8.522	36	F	MD
3007	84.53	8.453	40	M	VA
4056	89.83	8.983	31	M	MD
2308	88.53	8.853	39	F	DC
1297	74.35	7.435	27	M	DC
6688	112.42	11.242	52	M	VA
2187	88.02	8.802	37	F	VA
6809	105.58	10.558	29	F	VA
3104	91.88	9.188	39	F	NJ
2228	88.17	8.817	32	F	MD
2103	87.7	8.77	38	F	MD
4612	92.92	9.292	48	M	VA
3271	92.6	9.26	33	F	DC
8560	116.25	11.625	34	F	NY
6782	105.45	10.545	51	F	DE
1469	84.45	8.445	35	F	VA
3139	92	9.2	20	F	MD
8025	112.43	11.243	29	F	DC
386	74.83	7.483	42	F	VA
2464	89.18	8.918	28	F	VA
6548	109.63	10.963	27	M	VA
3593	87.43	8.743	21	M	VA
5359	99.87	9.987	25	F	DC
8839	118.95	11.895	55	F	VA
71	57.12	5.712	26	M	VA
6898	106.05	10.605	28	F	MD
8439	115.37	11.537	39	F	MD
1637	85.47	8.547	51	F	VA
683	69	6.9	29	M	VA
6423	107.95	10.795	44	M	VA
7608	109.68	10.968	38	F	VA
377	65.2	6.52	30	M	MD
7052	125.28	12.528	34	M	IL
1695	76.9	7.69	43	M	DC
5668	100.97	10.097	49	F	MD
